id,dut,categories,test,description,inputs,result,messages
371,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
372,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
373,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
374,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
375,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
376,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
377,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
378,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
379,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
380,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
381,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
382,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
383,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
384,Transit1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
385,Transit1,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',PASS,
386,Transit1,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',FAIL,"ValueError: ""AntaCommand"" object has no field ""failed"""
387,Transit1,Hardware,VerifyTemperature,Verifies the device temperature.,,FAIL,Device temperature exceeds acceptable limits. Current system status: 'unknownTemperatureAlarmLevel'
388,Transit1,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",PASS,
389,Transit1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Dps1 - DPS Interface = 'up',PASS,
390,Transit1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - mpls_r1 = 'up',PASS,
391,Transit1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - internet = 'up',PASS,
392,Transit1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - Router_ID = 'up',PASS,
393,Transit1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',PASS,
394,Transit1,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
395,Transit1,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.1 VRF: default,PASS,
396,Transit1,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.2 VRF: default,PASS,
397,Transit1,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.3 VRF: default,PASS,
398,Transit1,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.4 VRF: default,PASS,
399,Transit1,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,Source IPv4 Address: 11.11.51.2 Source Port: 4500,PASS,
400,Transit1,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,Source IPv4 Address: 172.16.51.2 Source Port: 4500,PASS,
401,Transit1,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
402,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
403,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
404,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
405,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
406,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
407,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
408,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
409,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
410,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
411,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
412,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
413,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
414,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
415,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
416,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
417,Transit2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
418,Transit2,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',PASS,
419,Transit2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',FAIL,"ValueError: ""AntaCommand"" object has no field ""failed"""
420,Transit2,Hardware,VerifyTemperature,Verifies the device temperature.,,FAIL,Device temperature exceeds acceptable limits. Current system status: 'unknownTemperatureAlarmLevel'
421,Transit2,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",PASS,
422,Transit2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Dps1 - DPS Interface = 'up',PASS,
423,Transit2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - internet = 'up',PASS,
424,Transit2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - mpls_r1 = 'up',PASS,
425,Transit2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - Router_ID = 'up',PASS,
426,Transit2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',PASS,
427,Transit2,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
428,Transit2,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.1 VRF: default,PASS,
429,Transit2,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.2 VRF: default,PASS,
430,Transit2,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.3 VRF: default,PASS,
431,Transit2,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.4 VRF: default,PASS,
432,Transit2,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,Source IPv4 Address: 11.11.52.2 Source Port: 4500,PASS,
433,Transit2,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,Source IPv4 Address: 172.16.52.2 Source Port: 4500,PASS,
434,Transit2,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
435,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
436,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
437,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
438,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
439,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
440,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
441,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
442,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
443,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
444,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
445,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
446,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
447,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
448,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
449,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
450,Transit3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
451,Transit3,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',PASS,
452,Transit3,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',FAIL,"ValueError: ""AntaCommand"" object has no field ""failed"""
453,Transit3,Hardware,VerifyTemperature,Verifies the device temperature.,,FAIL,Device temperature exceeds acceptable limits. Current system status: 'unknownTemperatureAlarmLevel'
454,Transit3,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",PASS,
455,Transit3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Dps1 - DPS Interface = 'up',PASS,
456,Transit3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - mpls_r2 = 'up',PASS,
457,Transit3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - internet = 'up',PASS,
458,Transit3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - Router_ID = 'up',PASS,
459,Transit3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',PASS,
460,Transit3,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
461,Transit3,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.1 VRF: default,PASS,
462,Transit3,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.2 VRF: default,PASS,
463,Transit3,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.3 VRF: default,PASS,
464,Transit3,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.4 VRF: default,PASS,
465,Transit3,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,Source IPv4 Address: 172.16.53.2 Source Port: 4500,PASS,
466,Transit3,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,Source IPv4 Address: 22.22.53.2 Source Port: 4500,PASS,
467,Transit3,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
468,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
469,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
470,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
471,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
472,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
473,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
474,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
475,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 SR-TE Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
476,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
477,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
478,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
479,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Link-State Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
480,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder1 (IP: 10.99.102.1),PASS,
481,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder2 (IP: 10.99.102.2),PASS,
482,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder3 (IP: 10.99.102.3),PASS,
483,Transit4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP Path-Selection Peer: Pathfinder4 (IP: 10.99.102.4),PASS,
484,Transit4,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',PASS,
485,Transit4,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',FAIL,"ValueError: ""AntaCommand"" object has no field ""failed"""
486,Transit4,Hardware,VerifyTemperature,Verifies the device temperature.,,FAIL,Device temperature exceeds acceptable limits. Current system status: 'unknownTemperatureAlarmLevel'
487,Transit4,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",PASS,
488,Transit4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Dps1 - DPS Interface = 'up',PASS,
489,Transit4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - internet = 'up',PASS,
490,Transit4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - mpls_r2 = 'up',PASS,
491,Transit4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - Router_ID = 'up',PASS,
492,Transit4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',PASS,
493,Transit4,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
494,Transit4,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.1 VRF: default,PASS,
495,Transit4,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.2 VRF: default,PASS,
496,Transit4,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.3 VRF: default,PASS,
497,Transit4,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,IPv4 Peer: 10.99.102.4 VRF: default,PASS,
498,Transit4,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,Source IPv4 Address: 172.16.54.2 Source Port: 4500,PASS,
499,Transit4,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,Source IPv4 Address: 22.22.54.2 Source Port: 4500,PASS,
500,Transit4,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
